GN List,,,,,,,,
LIFe Code,GN Code,Name in Sinhala,Name in Tamil,Name in English,MPA Code,Province,District,Divisional Secretariat
6-1-06-255,255,පේද්දෝගම,பேத்தோகம,Peddogama,41,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-260,260,කාටුවැව,காட்டுவெவ,Katuwewa,42,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-265,265,තෝරව,தோரவ,Thorawa,44,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-270,270,නාහෙට්ටිකුලම,நாஹெட்டிகுளம,Nahettikulama,45,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-275,275,වඩුගම,வடுகம,Wadugama,71,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-280,280,කෝන්වැව,கோன்வெவ,Konwewa,65,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-285,285,කට්ටකඩුව,கட்டகடுவ,Kattakaduwa,70,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-290,290,ගනේදිවුල්වැව,கனேதிவுல்வெவ,Ganedivulwewa,69,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-295,295,වෑගෙදර,வேகெதர,Wegedara,66,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-300,300,මඩදො‍ෙඕ,மடதொம்பெ,Madadombe,67,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-305,305,කුරුන්දෑව,குருன்தேவ,Kurundewa,72,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-310,310,පාලුකඩවල,பாலுகடவல,Palukadawala,73,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-09-005,005,මැදින්නෝරුව,மெதின்னோருவ,Medinnoruwa,102,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,9: ඇහැටුවැව/ எ‎‎ஹெட்டு‎வெவ/ Ehetuwewa
6-1-09-010,010,මහවැලිතැන්න,மஹவெலி தென்ன,Mahawelithenna,101,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,9: ඇහැටුවැව/ எ‎‎ஹெட்டு‎வெவ/ Ehetuwewa
6-1-09-015,015,අන්දරවැව,அந்தரேவெவ,Andarawewa,100,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,9: ඇහැටුවැව/ எ‎‎ஹெட்டு‎வெவ/ Ehetuwewa
6-1-09-020,020,බෝංගම,போங்கம,Bongama,104,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,9: ඇහැටුවැව/ எ‎‎ஹெட்டு‎வெவ/ Ehetuwewa
6-1-09-025,025,කටුගම්පලගම,கடுகம்பொலகம,Katugampalagama,105,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,9: ඇහැටුවැව/ எ‎‎ஹெட்டு‎வெவ/ Ehetuwewa
6-1-09-030,030,මහකත්නෝරුව,மஹா கத்னோருவ,Mahakathnoruwa,107,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,9: ඇහැටුවැව/ எ‎‎ஹெட்டு‎வெவ/ Ehetuwewa
